0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
12,【TV特集多数】究極に分かりやすい！ホワイトボード落語とリハビリ体操,〜舞台俳優 兼、現役の理学療法士が繰り出す視覚へのアプローチ〜,60,"人間の“ 五感 ” のうち、実に86%が【視覚】で占めると言われています。
 この視覚へのアプローチを最大限に活かした、話の情景をホワイトボードや小道具を用いて披露する【ホワイトボード落語】。

そして現役の理学療法士ならではの【リハビリ体操】を、ギャグを交えながら楽しく披露させていただきます。

 ※ 地元長崎のTV局、ならびに全国での特集放送も多数されております。","""10分 始まりの挨拶
 自己紹介・地域ネタ等
 15分 ホワイトボード落語
 寿限無
 15分 ホワイトボード体操
 深呼吸・背と脇伸ばし・ホワイトボード問題・回答に関する体操・虫食い問題・胸張りストレス軽減・発声練習・大笑い
 15分 ホワイトボード落語
 芝浜・死神・釜泥・親の顔・粗忽長屋・JUGEMU・動物園
 5分 終わりの挨拶""",なし,なし," 長崎県のデイサービスで理学療法士として就労しているかたわら、ホワイトボード落語アーティスト、役者（コント・演劇・一人芝居）、筆書きのボランティア活動をさせていただいています。
  以下、「竹口亭 ホワイトボード」名義で披露させていただいている「ホワイトボード落語」について説明させていただきます。
  ホワイトボードに物語の登場人物やあらすじを書き、その他 小道具を使うことで、視覚的アプローチを存分に活かした世界初のオリジナル落語「ホワイトボード落語」を独自に編み出しました。

 現役の理学療法士として長崎県のデイサービスに就労していると、現場で利用者様から毎日のように「家にいると何もすることがない」「歳をとって自由に外出できないし、笑う機会が減った」とのお声を拝聴していました。
 
 なので前述の役者の経験を活かし、何か利用者様のお役に立てないかと思い立ったのが「高齢の方々が好みそうな落語を独学で習得し、披露する」ということでした。
 
 そこから、人間の五感使用率のうち86%を占める「視覚」からのアプローチを多用することで更に利用者様に「話が非常に分かりやすい」落語を提供でき、他施設や複合商業施設でのストリート落語、サロン、お祭り、はたまた自身のFacebookライブ等で頻繁に披露しています。
 
 2021年1月にはNPO法人タダカヨ 様からのお誘いをいただき、「第１回 無料オンライン落語会」に出演させていただき、全国68施設、推定800名の方々に「ホワイトボード落語」を楽しんでいただきました。
 
 僭越ながら長崎ケーブルメディア 様に製作していただいた約20分の特集映像「竹口亭 ホワイトボードと申します」は、全国のケーブルテレビ様やJ:COM 様で放送していただき、放送回数は40回を突破。初回放送から１年３ヶ月を超えて日本全国の多くの皆様にご覧いただきました。
 
 これからも「究極に分かりやすい落語」を追求し、お人様の喜びとなれるよう精進して参ります。",2021-11-28 15:05:06 +0900,2022-05-05 18:22:59 +0900,zRAWfBD2QyI,blue,2700,0,0,30,2000,,TRUE,E17,TRUE,竹口亭ホワイトボード,ー, 長崎県のデイサービスで理学療法士として就労しているかたわら、ホワイトボード落語アーティスト、役者（コント・演劇・一人芝居）、筆書きのボランティア活動をさせていただいています。,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/12/614695c6894775def011c2dc-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103212Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=98e0ab3172775a9531883d3584c426db9750e686cf2361cdda9358ce3fd5d6f7,TRUE,2000,event,published,online,全国,
2,免疫力アップ！小きんの脳トレーニング,小きんの落語宅配便,45,まずは、落語の口演で、たくさん笑って、楽しんでいただきます。その後、皆様からのご質問とご要望にお応え致します。人数が少ない際には、私から、皆様へ、質問をさせていただきます。最後に、脳トレーニングをして、お楽しみいただきます。,２０分らくごの口演 １５分ふれ合いタイム（質問会） １０分脳トレーニング,,,,2021-11-28 15:05:04 +0900,2022-04-30 21:07:33 +0900,,orange,40500,0,0,0,30000,,TRUE,E07,FALSE,柳家小きん,十一代目「柳家小きん」,"独自の構成でおくる「学校寄席」「修学旅行で落語教室」や「町興し落語会」「面白ろ講演会」で全国を開拓中。
 また声優養成所の落語講師をはじめ、俳優や一般の人へ落語を伝授。
 「落語が出来る人」を量産している。",https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/2/614a2f630d286529029d2e96-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103212Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=36b28852bf62bf6915728f326620863925c9451ea70a31f499fefbe3f0b5e90f,TRUE,2000,event,published,online,全国,
1,オンライン落語会,寄席や演芸場に行った気分で大爆笑,45,落語や演芸は予め収録されたTV番組や動画などの映像よりもライブで観るのが数倍数十倍数百倍もよりたのしめます。オンラインでの生配信により同じ時間を共有する事によって寄席や演芸場に行った気分でお笑い頂きます。,寄席で演じてるように簡単な自己紹介から小噺を喋って落語を１席で３０分くらい。ご希望の時間に応じて長くも短くも時間調整は可能です。落語の演目によって短いのもあれば長いものもあるので、短い演目を２、３席とか長い演目をたっぷりとか。他に「南京玉すだれ」や「踊り」などの余興芸も披露できます。,,,,2021-11-28 15:05:04 +0900,2022-05-05 18:22:59 +0900,S1YfmVN3oHc,blue,33800,0,0,0,25000,,TRUE,E17,TRUE,昔昔亭桃之助,-,時間の調整はいくらでも。短い演目で数席、または長い演目でたっぷり、はたまた漫談や小噺、南京玉すだれ、踊り等々お時間の都合に合わせて演じます。また、謝礼額もご相談に応じます。,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/1/61462060631729d898e5bf57-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103212Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=9e4a1d988f976a6b6508ea8dcf6aa4ab0935860b64834a624c0d1f2980482d64,TRUE,2000,event,published,online,全国,
268,オンライン 健康体操,,,,,,,,2022-03-25 15:58:12 +0900,2022-05-05 18:22:59 +0900,,,20000,,2,,10000,,FALSE,,TRUE,,,,,TRUE,2000,event,unapplied,online,全国,
57,紙切り芸を楽しみ、紙切り師が切った作品で季節のアートを楽しみましょう,笑顔は副作用のない魔法のお薬♪「紙切り芸＆紙切りアート」,40,"紙切り芸のショーを楽しみ、その後、芸人さんが切った作品を使って、季節のアートを行います。
 「選ぶ」「貼る」の簡単なワークなので、どなたでも参加できます。
 簡単ながらも、芸をご覧頂いた後の楽しい気分で、その芸人さんの作品を使って作るという特別な体験が感性をくすぐります。思いがけない素敵なオリジナルアートに出会える右脳活性化プログラムです。","①ごあいさつ&アイスブレイク（5分）
 皆さんと双方向のごあいさつ、アイスブレイクで和やかな雰囲気を作ります。
 ↓
 ②ショープログラム（15分）
 紙切りショーをお楽しみ下さい。皆さんからのリクエストも受付けます。
 ↓
 ③季節のアート（20分）
 事前にお送りする紙切り作品を使って、季節毎のアートを楽しみます。
 上手い下手は関係ありません。正解もありません。好きなように想いのままにアートを楽しむひとときです。
 ↓
 ④全体シェア（10分）
 最後に作品にタイトルをつけて頂き、全体でシェアをして終了です。",-,-,<p>-</p>,2021-11-28 15:05:43 +0900,2022-05-05 18:22:59 +0900,5kcDv2Ok-XI,blue,27000,1800,1500,0,20000,,FALSE,E17,TRUE,はさみ家紙太郎,-,"生配信で紙切りショーを見た後にその紙切り師の作品が手元に届くワクワク感は特別です。
 それを使って、自身のオリジナル作品が作れるという他にはないショーと作品作りのプログラムです。
 制作中にお困りの利用者さんがいらっしゃる際の現場でのご対応をお願いします。
 分からないことや質問等は気軽にお声掛け下さい。",https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/57/614aaa0c80076261d515ab0c-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103212Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=0649de58bc88db5371bec3849f1d2ff77887d0b94be5863c1aef01b82cb86951,TRUE,2000,event,unapplied,online,全国,
54,山形特有の文化「芋煮会」をオンラインで！,オンライン芋煮会２０２１,30,"""長井市の秋を代表するイベント「長井1000人いも煮会」
 今回はコロナウイルス感染防止のため中止となってしまいました。
 しかし！！旬の里芋、それを使って作る美味しい「芋煮」を遠方の方にも楽しんでもらえるよう、オンライン芋煮会を開催します。
 

 「おいしい芋煮でみんなを元気にしたい」という主催メンバーの想いを、楽しみにしてくださる皆さまへオンラインでお届けしたく、一緒に楽しんでもらえる企画を考えました。
 

 ご注文いただいた方には、実施日の2日前までに「メンバー厳選！芋煮会セット 税込5,500円/5人前(クール便送料別途)」を配送いたします。
 実施日のオンライン接続時にお召し上がりいただけるよう、同梱する専用レシピを参考に事前に調理をお願いします。
 実施日は「長井1000人いも煮会」主催メンバーとオンラインで繋ぎ、山形名物の芋煮やそれを囲む芋煮会、イベントの様子を紹介しながらオンライン芋煮会を開催します。
 

 山形県民のライフスタイルである芋煮会の楽しさを皆さんに伝えたいです。
 ぜひ一緒に「芋煮会」をやりましょう！""","""５分 ご挨拶
 ２０分 芋煮で乾杯
  芋煮、芋煮会のご紹介
  「長井1000人いも煮会」のご紹介
 ５分 締めのご挨拶""",ー,ー,<p>ー</p>,2021-11-28 15:05:42 +0900,2022-05-05 18:22:59 +0900,,blue,4100,1300,1100,0,3000,,TRUE,E16,TRUE,長井市芋煮会,ー,"""長井市の秋を代表するイベント「長井1000人いも煮会」
 今回はコロナウイルス感染防止のため中止となってしまいました。
 しかし！！旬の里芋、それを使って作る美味しい「芋煮」を遠方の方にも楽しんでもらえるよう、オンライン芋煮会を開催します。
 「おいしい芋煮でみんなを元気にしたい」という主催メンバーの想いを、楽しみにしてくださる皆さまへオンラインでお届けしたく、一緒に楽しんでもらえる企画を考えました",https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/54/6148bbbf31cb08ee1331aba8-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103212Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=d379e1004bb190ce1e5227cb080f81b99350f16bf44ec438bb4c09fcc6290453,TRUE,2000,food,published,online,全国,
53,オンライン雪の下キャベツ収穫体験,山形県白鷹町の「ほっこり農園」のあま～い野菜で゛ほっこり″しあわせをお裾分け！,40,"山形県白鷹町の「ほっこり農園」のあま～い野菜で゛ほっこり″しあわせをお裾分け！
最上川流域の肥沃な土を、手作業で耕すことに重きを置いて、天塩にかけて育てた大きな大きなキャベツ。
雪が降る前に、あえて収穫せず、雪の中でゆっくりと成長させます。寒さをしのぐため、デンプンを糖に変えるなどの野菜の防衛本能が働き、甘くてパリッパリのキャベツが出来上がります。雪国の農家さんの知恵が詰まった、この時期だけの特別なキャベツ。
例年、白鷹町の真冬の積雪は１ｍ以上。一生懸命に雪を掘って、あま～いキャベツを探し出してみてください！自分で見つけたキャベツはもっともっとおいしく感じること間違いなし！
収穫体験が終わったら、ほっこり農園さん自家製「雪の下キャベツのポトフ」をお振る舞い。生産者さんから美味しい食べ方を聞いてみてくださいね！
","""地元生産者さんから説明
 雪の中に埋まっているキャベツを収穫
 施設に届いた新鮮な野菜でポトフを作り
 皆さんで試食会""",お鍋など調理器具,なし,開催時期が冬12月〜2月頃限定です。,2021-11-28 15:05:42 +0900,2022-05-05 18:22:59 +0900,,blue,10800,0,0,0,8000,,TRUE,E17,TRUE,やまがたアルカディア,山形県知事登録旅行業,"""（一社）やまがたアルカディア観光局は、長井市・南陽市・白鷹町・飯豊町・小国町によって設立された地域連携 DMO です。
 観光地域づくりを通して、地域の多様な事業者と住民が一体となり、限りなく持続可能な地域の発展に寄与してまいります。""",https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/53/61489b9ffddb40edeb8fd137-614_1.25.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103212Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=e066b99c2b22ac56cb64f972069d25aeb5f40ffd62eda5a416c4625eb09c3d27,TRUE,2000,food,published,online,全国,
265,【オンライン】 声優による七色レッスン！,簡単な7つの方法で、表情筋運動や舌体操で滑舌UP！健康効果も！,40,"声優といえば「七色の声」にちなみまして、今回７つの方法をお伝えする予定です。
 仕事前に私が必ず行うのが「発声練習」！その発声練習方法が滑舌UPはもちろん、誤嚥予防や健康にも良いといわれています。
 ラストの７つ目は「声優能力検定問題」に挑戦予定です。
 検定も、それまでお伝えする６つの方法を応用してもらうと出来る問題を選びましたので、和気あいあいと楽しく行って頂けると考えております。","3分 自己紹介
 

 レッスン35分
 ①口の体操（滑舌ＵＰ・若返り効果）
 ②舌の体操（滑舌ＵＰ・唾液分泌効果）
 ③目の体操（表現力ＵＰ・若返り&眼精疲労効果）
 ④大笑い（声量＆腹筋＆免疫力ＵＰ・ストレス解消）
 ⑤滑舌 ※カ行とタ行の発音方法を図を用いてお伝え（滑舌ＵＰ・誤嚥予防）
 ⑥声を変化 ※声の高低を使い発声練習（声帯運動・声がれ予防）
 ⑦かんたんな声優能力検定問題に挑戦！
 

 2分 クロージング",,,"コロナ禍において一般の方も話す機会がなくなり、「声が出づらくなった」というお悩みをたくさん聞いています。
 また「滑舌が悪いと死亡率が2倍」という研究結果が報告されており、滑舌アップは健康長寿の秘訣ともいえます。
 声優という観点からのイベントですので「喋る時は色々なところを使っているんだなぁ」と声のことや声優のことに少しでも興味を持って頂けたらありがたいです。よろしくお願いします。",2022-03-02 13:20:39 +0900,2022-05-05 18:23:00 +0900,Qwb94ieeJ4Q,,7000,0,0,,5150,,TRUE,,TRUE,和田有香里,声優プロダクション所属。声優能力検定１級取得,"東海地方中心に全国のTVCM・ナレーションの他、ラジオドラマ・キャラクターボイス・司会・舞台などで活動。滑舌ボイストレーナーとして発声・発音・話し方講師も務める。
 「ピクチャーヴォイス」では『心にきらめきを感じてもらいたい』という想いを込めて、自身も演者として出演する他、声優になりたい方・興味のある方向けに「声優塾」「声優体験講座」を毎月開講、マルシェでの「アフレコ体験」も出店中。",https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/265/%EF%BE%8C%EF%BE%9F%EF%BE%9B%EF%BE%8C%EF%BD%A8%EF%BD%B0%EF%BE%99%EF%BC%91_%EF%BC%91.JPG?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=399d1d443dba2bcf1d776822427273c2d9563f484f7e7bcc6144d4035c14adcb,TRUE,2000,health,published,online,全国,
264,気分スッキリ！ スローエアロビック,リズムに合わせて動く“疲れない体操（運動）”なので誰でも楽しめます！,45,"スローエアロビックは、上半身の動きを中心に行う日本エアロビック連盟が提唱する健康体力づくりの有酸素運動です。「胸をひらく」、「体側をのばす」、「ひねる」といった３つの動作を丁寧に動くことで、姿勢を整え気分を快適にします。脳を活性化し、認知機能向上に効果が期待できるなど、研究機関のエビデンスに基づいた運動となっております。指導経験が豊富な講師がレクリエーションをご担当いたしますのでご安心下さい。
 オンラインでのご提供にはなりますが、画面越しでも十分に楽しめるように、皆様とコミュニケーションを取りながら進めて参りますので何卒よろしくお願いいたします。","3分 挨拶・自己紹介
 7分 ウォームアップ
 ・体ほぐし（さする・ゆらす）
 ・ストレッチ（筋肉をのばす）
 ・心ほぐし（脳トレ）
 5分 下肢トレーニング
 20分 スローエアロビック
 （音楽に乗って楽しく実施）
 ・動かす部位の意識付け
 ・胸をひらく
 ・体側をのばす
 ・ひねる
 7分 クールダウン 
 3分 感想・やりとり",,,"オンラインフィットネスサービス「いえフィット」を運営している株式会社エキスプレススポーツの中里と申します。私どもは一般のお客様向けにオンラインのフィットネスサービスを展開しておりまして、この度、新たに介護レクを提供するサービスをスタートさせました。まだ、介護施設様向けに実施した経験がございませんが、担当講師は、介護レクの実施経験がございますのでご安心ください。また、レッスンの配信実績は毎月100レッスン程度実施しておりますので、安定した映像を送り届けることが可能です。
 ご検討いただけますよう何卒よろしくお願い申し上げます。",2022-02-24 15:40:14 +0900,2022-05-05 18:22:59 +0900,GNiLa0wXPr0,,44600,0,0,,33000,,TRUE,,TRUE,吉村ともみ,・健康運動指導士 ・日本スポーツ協会公認エアロビックコーチ２ ・日本エアロビック連盟スローエアロビックマスター,"● 活動内容
 ・東京都目黒区高齢者センター スローエアロビックオンラインレッスン講師
 ・神奈川県川崎市地域総合型スポーツクラブ スローエアロビック 、エアロビック 、幼児向け運動指導
 ・学校法人栗原学園ソモスインターナショナルスクール、幼児体操非常勤講師
 ・神奈川県横浜市さつきヶ丘小学校学童保育クラブ、キッズビクス講師 
 ・東京都葛飾区梅田児童館、親子ビクス講師
 

 ● メディア
 ・公益社団法人日本エアロビック連盟 「小学校用エアロビクス指導教材DVD」出演
 ・公益財団法人明治安田厚生事業団 「いつでも、だれでも、気軽にできるスローエアロビックDVD」出演
 

 ※ 吉村ともみ 講師のスケジュールが合わなければ他の講師に変更になる場合がございます。ご了承くださいますようお願いいたします。",https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/264/%E9%A1%94%E5%86%99%E7%9C%9F_%E5%90%89%E6%9D%91%E3%81%A8%E3%82%82%E3%81%BF.JPG?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=452791a77a5f9e3b9c7414ce6a6f8f8a6ae1d0f5eee4edd4e123edeb310c78c3,TRUE,2000,health,published,online,全国,
244,オンライン マスクの下の笑顔体操,表情筋などを鍛えるオリジナル体操です。,35,オンラインによるレクリエーションです。マスクを着けたままでも出来る頭・首・肩のオリジナル体操です。,"05分 挨拶・アイスブレイク
 25分 オンラインによる体操
 05分 終わりの挨拶",両手を広げられるスペース,,,2022-01-06 12:01:39 +0900,2022-05-05 18:22:59 +0900,,,4100,,,,3000,,TRUE,,TRUE,小林小百合,アロマアドバイザー,アロマによる心身への効能・効果をお伝え致します,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/244/6142c844d7a097088cae02a6-400_1.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=396dfc9b29b6be0c751dab5d8ac16cef2d343acad81a026e8b611adf3d9cfde0,TRUE,2000,health,published,online,全国,
227,簡単いすヨガ,オンラインでつながる、座ったまま行える健康エクササイズ,50,"無理なく体を動かすリラックスヨガと呼吸法を行います。
 体操は体にアプローチするものが多いですが、ヨガでは体だけではなく
 心にも良い効果があります。呼吸→自律神経のバランスが整う→不調の予防・改善
 今日の身体にあったポーズを選びながら、呼吸を優先としたヨガを行います。
 「安全で分かりやすい」お声掛けを行い、笑顔あふれる、穏やかな時間となるように努めてまいります。","５分 ご挨拶・テーマ説明など
 10分 ウォーミングアップ
 30分 簡単いすヨガ（ヨガの豆知識などもご紹介）
 ５分 呼吸法
 終わりのご挨拶
 ※途中に休憩時間（水分摂取）を設けることも可能",,,,2021-12-23 17:33:18 +0900,2022-05-05 18:22:59 +0900,SnlOzXLaFro,,6800,0,0,,5000,,TRUE,,TRUE,今井恵梨,ヨガインストラクター/RYT200（全米ヨガアライアンス認定）、シニアヨガインストラクター、チェアヨガインストラクター,"【現在の活動内容】
 ・高齢者施設にて対面ヨガ
 ・高齢者施設にてオンラインヨガ
 ・市主催の健康講座講師
 ・個人向けオンラインヨガ",https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/227/%E3%83%97%E3%83%AD%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB%E5%86%99%E7%9C%9F.PNG?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=6a927d6e94ed16fe8565ecfd9a1c0d3690e7ce763ef18f44a3969ad3beb5bd9a,TRUE,2000,health,published,online,全国,
109,座ったままで楽々健康長寿体操,シナプソロジーで頭スッキリ！チェアエクササイズで身体シャキシャキ！,45,"シナプソロジーという簡単・楽しい脳トレと、椅子・車いすに座ったままで行うチェアエクササイズで心・身体・脳を元気に！
 タオルで肩甲骨回りをほぐしたり、懐かしい音楽に合わせて動いたり、優しい筋力トレーニングをしたり、ゆったり楽しく身体を動かします。","シナプソロジー15分
 チェアエクササイズ30分（筋力トレーニング含む）",参加者の皆様にタオル（少し長め）をご準備ください,-,<p>-</p>,2021-11-28 15:06:00 +0900,2022-05-05 18:22:59 +0900,KEUqjVzIumA,blue,4100,0,0,0,3000,,TRUE,E12,TRUE,堀 恭子,健康運動実践指導者,"”明るく元気に楽しく”がモットー。フィットネスインストラクター歴25年。
 健康運動実践指導者、シナプソロジーインストラクターなどの資格を持ち、老人ホームや名古屋市高齢者はつらつ推進事業などで精力的に活動中。",https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/109/614a341d0d286529029d30d0-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103212Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=c612026cbe88d094c97a6c44332a76665e4cdd98f0a8280e1c84c9e13ad0951b,TRUE,2000,health,published,online,全国,
56,介護福祉漫談家メイミのエンタメ体操！,リアルとオンラインを融合した新し楽しい体操♪,40,"介護福祉士としての経験や芸人としての施設レクリエーション経験も豊富なメイミによる、エンタメと体操そしてオンラインならではの楽しみ方を融合したプログラムです。
 シニアオンラインコミュニティ六月の村の人気ファシリテーターと共に明るく楽しくお届けします。
 終了後には、みんなで挑戦するチャレンジ記念画像をプレゼント！","①ごあいさつ・アイスブレイク（7〜8分）
 導入では指先等の末端を動かす頭の体操を交えた動きから徐々に始めます。
 ↓
 ②1人の体操から全員体操へ（7〜8分）
 座ったまま行います。大きな動きの体操を歌に合わせて、行います。
 頭の体操の要素もあり、最後はみんなで一つの大きな動きへと変化するお楽しみもあります。
 ↓
 ③手話歌に挑戦（7〜8分）
 手話通訳者としても活躍するメイミならではのプログラム。
 歌に合わせて手話をつける手話歌をリズムダンスの様に楽しく行います。
 コロナ禍に役立つ簡単な手話もお教えします。
 ↓
 ④座ったまま踊れるフォークダンス（7〜8分）
 その場で座って踊れます。1人でも踊れるし、ペアでも踊れるオリジナルの振り付けです。
 コロナ禍で難しい手つなぎダンスをオンラインで実現！
 オンラインならではの楽しみ方でご紹介します。
 ↓
 ⑤記念撮影♪スクショアート（7〜8分）
 皆さんに様々なポーズを取って頂きます。写真に収めるとある一つの形に変身！
 撮影したスクリーンショット画像はプレゼント致します。
 

 ※時間により②③どちらかのみ実施する場合があります。",-,-,"皆さんのお声を聞いたり、個々にお手伝いいただく場面では、現地スタッフ様にご対応ご協力をお願いしております。
 メイン（全体）画面の他にもう1台スマートフォンもしくはタブレットの接続もしていただけると、より高度なオンラインレクリエーションが実現します。
 可能な範囲でご準備頂けますと幸いです。",2021-11-28 15:05:43 +0900,2022-05-05 18:22:59 +0900,IWpOH7YHWqY,blue,20300,0,0,0,15000,,TRUE,E11,TRUE,笑顔工場×六月の村,介護福祉士、漫談家,若手芸人と福祉施設などでお笑いライブを展開しています。,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/56/614aa88f0b29345fb0753f7c-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103212Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=93b6ebfb632fd567ae484fad45c1ccdd6b9b403184101372f3ee7d38be4e3b30,TRUE,2000,health,published,online,全国,
